Price,Close,High,Low,Open,Volume
Ticker,BDL.NS,BDL.NS,BDL.NS,BDL.NS,BDL.NS
Datetime,,,,,
2025-07-10 04:04:00+00:00,1946.4000244140625,1946.4000244140625,1945.0,1946.4000244140625,5075
2025-07-10 04:05:00+00:00,1950.5,1950.5,1946.0999755859375,1946.199951171875,13320
2025-07-10 04:06:00+00:00,1946.9000244140625,1949.800048828125,1946.0,1949.800048828125,9350
2025-07-10 04:07:00+00:00,1949.699951171875,1950.0,1946.0,1946.0,7384
2025-07-10 04:08:00+00:00,1948.9000244140625,1949.699951171875,1947.0,1949.699951171875,3372
2025-07-10 04:09:00+00:00,1947.0,1948.9000244140625,1946.5,1948.199951171875,5476
2025-07-10 04:10:00+00:00,1949.0,1949.199951171875,1946.0999755859375,1946.300048828125,6480
2025-07-10 04:11:00+00:00,1948.0,1949.0999755859375,1947.199951171875,1949.0,2137
2025-07-10 04:12:00+00:00,1951.0999755859375,1952.0,1949.0,1949.5,10849
2025-07-10 04:13:00+00:00,1950.0,1951.0,1949.5,1950.9000244140625,7289
2025-07-10 04:14:00+00:00,1949.0,1949.800048828125,1948.4000244140625,1949.800048828125,3934
2025-07-10 04:15:00+00:00,1949.4000244140625,1949.800048828125,1948.0,1948.9000244140625,3253
2025-07-10 04:16:00+00:00,1948.300048828125,1949.199951171875,1947.0,1949.199951171875,6760
2025-07-10 04:17:00+00:00,1954.5999755859375,1954.5999755859375,1948.199951171875,1948.199951171875,12759
2025-07-10 04:18:00+00:00,1950.199951171875,1954.4000244140625,1950.199951171875,1954.4000244140625,7248
2025-07-10 04:19:00+00:00,1947.199951171875,1951.300048828125,1946.9000244140625,1951.300048828125,9909
2025-07-10 04:20:00+00:00,1942.5999755859375,1947.4000244140625,1942.5999755859375,1947.199951171875,30974
2025-07-10 04:21:00+00:00,1942.4000244140625,1944.4000244140625,1941.800048828125,1943.0,11697
2025-07-10 04:22:00+00:00,1941.9000244140625,1943.800048828125,1941.300048828125,1942.0999755859375,7427
2025-07-10 04:23:00+00:00,1942.199951171875,1943.300048828125,1941.5999755859375,1941.9000244140625,5150
2025-07-10 04:24:00+00:00,1942.199951171875,1942.9000244140625,1942.0,1942.9000244140625,7297
2025-07-10 04:25:00+00:00,1943.699951171875,1944.199951171875,1940.699951171875,1941.699951171875,10668
2025-07-10 04:26:00+00:00,1944.4000244140625,1945.0,1943.5999755859375,1943.9000244140625,3611
2025-07-10 04:27:00+00:00,1942.0,1944.4000244140625,1942.0,1944.4000244140625,2844
2025-07-10 04:28:00+00:00,1944.199951171875,1944.199951171875,1942.0,1942.5,4266
2025-07-10 04:29:00+00:00,1946.4000244140625,1946.5,1942.9000244140625,1943.699951171875,4110
2025-07-10 04:30:00+00:00,1945.9000244140625,1946.699951171875,1945.0999755859375,1945.9000244140625,3210
2025-07-10 04:31:00+00:00,1945.4000244140625,1946.0,1944.0,1945.9000244140625,2729
2025-07-10 04:32:00+00:00,1944.699951171875,1945.699951171875,1944.0,1944.0,2947
2025-07-10 04:33:00+00:00,1943.800048828125,1943.9000244140625,1942.0999755859375,1943.4000244140625,3164
2025-07-10 04:34:00+00:00,1946.800048828125,1946.800048828125,1943.199951171875,1943.800048828125,2740
2025-07-10 04:35:00+00:00,1945.5,1946.9000244140625,1945.0999755859375,1946.5,1131
2025-07-10 04:36:00+00:00,1949.4000244140625,1949.9000244140625,1945.5,1945.5,7524
2025-07-10 04:37:00+00:00,1948.5,1949.4000244140625,1947.4000244140625,1949.4000244140625,1665
2025-07-10 04:38:00+00:00,1947.0,1948.5,1947.0,1948.0,2132
2025-07-10 04:39:00+00:00,1947.800048828125,1947.800048828125,1947.0,1947.5999755859375,1532
2025-07-10 04:40:00+00:00,1946.800048828125,1947.9000244140625,1946.800048828125,1947.0999755859375,1886
2025-07-10 04:41:00+00:00,1946.0999755859375,1947.0,1946.0999755859375,1946.800048828125,1735
2025-07-10 04:42:00+00:00,1945.300048828125,1946.0,1945.300048828125,1946.0,2766
2025-07-10 04:43:00+00:00,1946.0999755859375,1946.0999755859375,1945.300048828125,1945.5999755859375,888
2025-07-10 04:44:00+00:00,1946.300048828125,1946.5,1945.300048828125,1945.9000244140625,1759
2025-07-10 04:45:00+00:00,1945.5,1946.199951171875,1945.0,1945.5,635
2025-07-10 04:46:00+00:00,1946.199951171875,1946.199951171875,1945.699951171875,1946.199951171875,671
2025-07-10 04:47:00+00:00,1946.0,1946.300048828125,1945.199951171875,1946.300048828125,1170
2025-07-10 04:48:00+00:00,1948.4000244140625,1948.4000244140625,1945.5,1945.5,5968
2025-07-10 04:49:00+00:00,1947.300048828125,1948.0,1947.300048828125,1948.0,858
2025-07-10 04:50:00+00:00,1947.0,1948.0,1947.0,1948.0,710
2025-07-10 04:51:00+00:00,1947.0,1947.0,1946.5,1947.0,1204
2025-07-10 04:52:00+00:00,1948.699951171875,1948.699951171875,1946.5,1946.5,3287
2025-07-10 04:53:00+00:00,1949.0,1949.0,1947.4000244140625,1948.699951171875,2532
2025-07-10 04:54:00+00:00,1949.5,1951.0,1948.5,1948.5,5684
2025-07-10 04:55:00+00:00,1950.0,1950.800048828125,1949.0,1949.699951171875,5265
2025-07-10 04:56:00+00:00,1949.699951171875,1950.300048828125,1949.0,1950.0999755859375,947
2025-07-10 04:57:00+00:00,1949.5,1949.699951171875,1949.0,1949.0,1368
2025-07-10 04:58:00+00:00,1948.0,1948.9000244140625,1947.800048828125,1948.0,5639
2025-07-10 04:59:00+00:00,1948.0,1948.800048828125,1947.5,1948.199951171875,2049
2025-07-10 05:00:00+00:00,1948.800048828125,1949.0,1947.800048828125,1948.0,7029
2025-07-10 05:01:00+00:00,1948.0999755859375,1948.5999755859375,1948.0,1948.5999755859375,1109
2025-07-10 05:02:00+00:00,1947.0,1948.0,1946.0,1947.9000244140625,13606
2025-07-10 05:03:00+00:00,1944.5,1946.800048828125,1944.0,1946.800048828125,3202
2025-07-10 05:04:00+00:00,1944.5,1944.5,1944.5,1944.5,1248
2025-07-10 05:05:00+00:00,1944.699951171875,1945.4000244140625,1943.699951171875,1944.699951171875,6934
2025-07-10 05:06:00+00:00,1945.5,1945.5,1944.0,1944.0,1143
2025-07-10 05:07:00+00:00,1943.699951171875,1945.5,1943.699951171875,1945.5,2737
2025-07-10 05:08:00+00:00,1939.4000244140625,1943.300048828125,1938.199951171875,1943.300048828125,30375
2025-07-10 05:09:00+00:00,1938.300048828125,1940.0,1938.0,1939.4000244140625,12114
2025-07-10 05:10:00+00:00,1936.800048828125,1938.300048828125,1936.0,1938.0,15012
2025-07-10 05:11:00+00:00,1937.0,1938.0,1936.199951171875,1937.0999755859375,7100
2025-07-10 05:12:00+00:00,1936.199951171875,1938.0999755859375,1936.0,1937.5999755859375,12069
2025-07-10 05:13:00+00:00,1936.300048828125,1937.300048828125,1934.0,1936.4000244140625,34796
2025-07-10 05:14:00+00:00,1937.0999755859375,1937.9000244140625,1936.5,1936.800048828125,7238
2025-07-10 05:15:00+00:00,1936.5999755859375,1938.0999755859375,1936.0,1937.0999755859375,7287
2025-07-10 05:16:00+00:00,1935.5,1936.300048828125,1935.0,1936.300048828125,3537
2025-07-10 05:17:00+00:00,1935.300048828125,1936.800048828125,1935.300048828125,1936.5,11041
2025-07-10 05:18:00+00:00,1934.4000244140625,1935.0999755859375,1933.5,1934.699951171875,9343
2025-07-10 05:19:00+00:00,1933.699951171875,1934.800048828125,1933.699951171875,1934.699951171875,6950
2025-07-10 05:20:00+00:00,1931.5,1933.699951171875,1931.0,1933.5,19135
2025-07-10 05:21:00+00:00,1931.0,1931.5,1929.800048828125,1931.0,26579
2025-07-10 05:22:00+00:00,1925.699951171875,1930.199951171875,1924.300048828125,1930.199951171875,36223
2025-07-10 05:23:00+00:00,1927.800048828125,1928.9000244140625,1925.699951171875,1925.800048828125,14150
2025-07-10 05:24:00+00:00,1930.4000244140625,1930.9000244140625,1926.300048828125,1927.800048828125,15628
2025-07-10 05:25:00+00:00,1929.199951171875,1930.0,1929.0,1930.0,7163
2025-07-10 05:26:00+00:00,1930.0,1930.0,1928.5,1929.199951171875,5098
2025-07-10 05:27:00+00:00,1931.300048828125,1931.800048828125,1929.5,1929.699951171875,3914
2025-07-10 05:28:00+00:00,1934.300048828125,1934.5999755859375,1932.199951171875,1932.199951171875,5812
2025-07-10 05:29:00+00:00,1933.0999755859375,1934.4000244140625,1933.0999755859375,1934.4000244140625,5609
2025-07-10 05:30:00+00:00,1932.5,1933.0999755859375,1931.300048828125,1933.0999755859375,6951
2025-07-10 05:31:00+00:00,1931.300048828125,1932.5,1931.0999755859375,1932.4000244140625,3657
2025-07-10 05:32:00+00:00,1927.5999755859375,1931.0,1927.5999755859375,1931.0,10491
2025-07-10 05:33:00+00:00,1927.0,1930.0,1927.0,1927.5999755859375,9119
2025-07-10 05:34:00+00:00,1927.0,1927.199951171875,1925.0,1926.199951171875,17176
2025-07-10 05:35:00+00:00,1925.699951171875,1927.9000244140625,1925.5999755859375,1926.4000244140625,8423
2025-07-10 05:36:00+00:00,1928.300048828125,1928.300048828125,1925.699951171875,1926.0,5656
2025-07-10 05:37:00+00:00,1927.5999755859375,1928.5999755859375,1925.4000244140625,1928.300048828125,7372
2025-07-10 05:38:00+00:00,1921.0999755859375,1927.5,1921.0,1927.5,29750
2025-07-10 05:39:00+00:00,1923.199951171875,1923.9000244140625,1921.0,1921.0,10414
2025-07-10 05:40:00+00:00,1926.300048828125,1926.5,1922.0,1923.199951171875,11147
2025-07-10 05:41:00+00:00,1927.0,1927.699951171875,1925.0999755859375,1925.5999755859375,6034
2025-07-10 05:42:00+00:00,1926.0,1927.0,1925.800048828125,1927.0,3934
2025-07-10 05:43:00+00:00,1927.5,1927.5999755859375,1926.0999755859375,1926.800048828125,3286
2025-07-10 05:44:00+00:00,1927.4000244140625,1928.0,1926.5,1927.5,2896
2025-07-10 05:45:00+00:00,1927.800048828125,1928.5999755859375,1927.0,1927.0999755859375,3610
2025-07-10 05:46:00+00:00,1929.0,1929.0,1928.0,1928.5999755859375,4638
2025-07-10 05:47:00+00:00,1928.0,1929.699951171875,1928.0,1928.5999755859375,8011
2025-07-10 05:48:00+00:00,1929.0,1929.199951171875,1928.199951171875,1928.199951171875,1838
2025-07-10 05:49:00+00:00,1930.699951171875,1931.4000244140625,1928.800048828125,1929.0,4038
2025-07-10 05:50:00+00:00,1928.4000244140625,1931.4000244140625,1927.4000244140625,1931.0,13885
2025-07-10 05:51:00+00:00,1928.0999755859375,1929.199951171875,1926.199951171875,1928.0,6735
2025-07-10 05:52:00+00:00,1927.800048828125,1928.699951171875,1926.300048828125,1928.0999755859375,5035
2025-07-10 05:53:00+00:00,1926.300048828125,1928.5,1926.300048828125,1927.699951171875,2278
2025-07-10 05:54:00+00:00,1926.300048828125,1927.300048828125,1926.300048828125,1926.800048828125,8466
2025-07-10 05:55:00+00:00,1927.699951171875,1927.800048828125,1926.9000244140625,1927.199951171875,1396
2025-07-10 05:56:00+00:00,1926.0,1927.300048828125,1925.199951171875,1926.9000244140625,3784
2025-07-10 05:57:00+00:00,1925.9000244140625,1926.0999755859375,1925.5,1926.0,2779
2025-07-10 05:58:00+00:00,1926.199951171875,1928.0,1925.9000244140625,1925.9000244140625,1946
2025-07-10 05:59:00+00:00,1927.0,1927.0,1926.199951171875,1926.800048828125,1723
2025-07-10 06:00:00+00:00,1920.5999755859375,1927.9000244140625,1920.5,1927.0,34055
2025-07-10 06:01:00+00:00,1921.4000244140625,1923.0999755859375,1920.0,1920.5,27996
2025-07-10 06:02:00+00:00,1923.199951171875,1923.5999755859375,1922.199951171875,1922.5999755859375,3178
2025-07-10 06:03:00+00:00,1921.4000244140625,1923.5999755859375,1921.0,1923.199951171875,6227
2025-07-10 06:04:00+00:00,1918.5,1922.5,1917.300048828125,1921.4000244140625,29113
2025-07-10 06:05:00+00:00,1917.199951171875,1918.199951171875,1917.0,1918.0999755859375,9734
2025-07-10 06:06:00+00:00,1916.800048828125,1918.0,1916.199951171875,1916.4000244140625,12137
2025-07-10 06:07:00+00:00,1916.0,1918.199951171875,1916.0,1917.300048828125,16646
2025-07-10 06:08:00+00:00,1916.5,1916.699951171875,1915.0,1916.5,13731
2025-07-10 06:09:00+00:00,1916.0999755859375,1917.4000244140625,1916.0,1916.5,7545
2025-07-10 06:10:00+00:00,1917.5,1917.9000244140625,1916.0,1916.0,7484
2025-07-10 06:11:00+00:00,1917.0999755859375,1918.300048828125,1916.5,1917.5,10195
2025-07-10 06:12:00+00:00,1915.300048828125,1917.199951171875,1915.0999755859375,1917.0999755859375,8043
2025-07-10 06:13:00+00:00,1915.800048828125,1916.0999755859375,1915.5,1916.0,4404
2025-07-10 06:14:00+00:00,1915.699951171875,1916.699951171875,1915.0,1915.800048828125,4635
2025-07-10 06:15:00+00:00,1915.699951171875,1915.800048828125,1914.0999755859375,1915.699951171875,42264
2025-07-10 06:16:00+00:00,1915.9000244140625,1916.0,1915.0999755859375,1915.5,2716
2025-07-10 06:17:00+00:00,1915.0999755859375,1915.9000244140625,1913.4000244140625,1915.5999755859375,5110
2025-07-10 06:18:00+00:00,1914.800048828125,1915.4000244140625,1914.199951171875,1915.0,5739
2025-07-10 06:19:00+00:00,1917.9000244140625,1918.699951171875,1914.300048828125,1915.0,5927
2025-07-10 06:20:00+00:00,1917.5999755859375,1918.9000244140625,1917.0,1918.0999755859375,5635
2025-07-10 06:21:00+00:00,1917.5,1917.9000244140625,1917.0,1917.5,2427
2025-07-10 06:22:00+00:00,1918.5999755859375,1918.5999755859375,1917.0,1917.5999755859375,5666
2025-07-10 06:23:00+00:00,1918.0,1918.5999755859375,1917.199951171875,1918.5999755859375,3044
2025-07-10 06:24:00+00:00,1918.0999755859375,1919.199951171875,1917.4000244140625,1918.0,3904
2025-07-10 06:25:00+00:00,1919.0,1919.300048828125,1918.199951171875,1918.199951171875,4595
2025-07-10 06:26:00+00:00,1919.0,1919.0,1918.9000244140625,1919.0,1772
2025-07-10 06:27:00+00:00,1919.300048828125,1919.800048828125,1919.0,1919.0,1612
2025-07-10 06:28:00+00:00,1920.5,1920.5,1919.0,1919.800048828125,3249
2025-07-10 06:29:00+00:00,1919.0,1920.300048828125,1918.699951171875,1920.300048828125,6815
2025-07-10 06:30:00+00:00,1917.0999755859375,1919.5999755859375,1917.0999755859375,1919.0,4103
2025-07-10 06:31:00+00:00,1917.5999755859375,1918.0,1917.300048828125,1918.0,1007
2025-07-10 06:32:00+00:00,1917.699951171875,1917.699951171875,1917.0999755859375,1917.0999755859375,1682
2025-07-10 06:33:00+00:00,1917.5999755859375,1917.699951171875,1917.5,1917.5999755859375,2091
2025-07-10 06:34:00+00:00,1917.9000244140625,1918.0,1917.5999755859375,1918.0,2189
2025-07-10 06:35:00+00:00,1916.5,1917.9000244140625,1915.9000244140625,1917.9000244140625,8887
2025-07-10 06:36:00+00:00,1915.5,1915.9000244140625,1915.5,1915.699951171875,2436
2025-07-10 06:37:00+00:00,1915.5,1915.699951171875,1915.199951171875,1915.199951171875,2685
2025-07-10 06:38:00+00:00,1916.0,1916.5999755859375,1915.199951171875,1915.5,3776
2025-07-10 06:39:00+00:00,1916.800048828125,1916.9000244140625,1915.0999755859375,1916.0,4459
2025-07-10 06:40:00+00:00,1915.800048828125,1916.9000244140625,1915.5999755859375,1916.800048828125,2314
2025-07-10 06:41:00+00:00,1915.9000244140625,1916.5999755859375,1915.5999755859375,1916.5999755859375,1326
2025-07-10 06:42:00+00:00,1916.5,1916.5,1915.199951171875,1916.5,3796
2025-07-10 06:43:00+00:00,1918.4000244140625,1918.699951171875,1915.699951171875,1915.699951171875,2097
2025-07-10 06:44:00+00:00,1918.5999755859375,1918.9000244140625,1918.0999755859375,1918.800048828125,1283
2025-07-10 06:45:00+00:00,1919.5,1919.5,1918.5999755859375,1918.5999755859375,3677
2025-07-10 06:46:00+00:00,1918.0,1919.5,1918.0,1919.5,2892
2025-07-10 06:47:00+00:00,1918.800048828125,1919.0,1918.199951171875,1918.800048828125,673
2025-07-10 06:48:00+00:00,1919.4000244140625,1919.5,1918.800048828125,1918.800048828125,2252
2025-07-10 06:49:00+00:00,1918.9000244140625,1919.9000244140625,1917.9000244140625,1919.9000244140625,6432
2025-07-10 06:50:00+00:00,1919.9000244140625,1919.9000244140625,1918.9000244140625,1918.9000244140625,2470
2025-07-10 06:51:00+00:00,1920.0,1920.0,1919.0999755859375,1920.0,1974
2025-07-10 06:52:00+00:00,1919.5,1920.0999755859375,1919.0999755859375,1919.5,1988
2025-07-10 06:53:00+00:00,1920.0,1920.0,1919.199951171875,1919.199951171875,1817
2025-07-10 06:54:00+00:00,1920.0,1920.0,1919.800048828125,1920.0,2782
2025-07-10 06:55:00+00:00,1919.5,1920.0,1919.5,1920.0,1519
2025-07-10 06:56:00+00:00,1918.9000244140625,1919.5,1917.9000244140625,1919.5,5003
2025-07-10 06:57:00+00:00,1918.9000244140625,1918.9000244140625,1918.0,1918.9000244140625,1401
2025-07-10 06:58:00+00:00,1917.300048828125,1919.300048828125,1917.300048828125,1918.9000244140625,4523
2025-07-10 06:59:00+00:00,1918.5,1918.5,1916.5,1916.5,3192
2025-07-10 07:00:00+00:00,1917.5,1919.199951171875,1917.0,1918.5999755859375,3577
2025-07-10 07:01:00+00:00,1919.0999755859375,1919.0999755859375,1917.5999755859375,1917.699951171875,1266
2025-07-10 07:02:00+00:00,1917.9000244140625,1919.300048828125,1917.9000244140625,1919.0,3076
2025-07-10 07:03:00+00:00,1916.0,1918.0,1915.5,1917.300048828125,7832
2025-07-10 07:04:00+00:00,1917.5,1917.5,1916.0,1916.0,2665
2025-07-10 07:05:00+00:00,1917.0,1917.5,1916.5999755859375,1917.5,2286
2025-07-10 07:06:00+00:00,1914.0999755859375,1917.300048828125,1913.9000244140625,1917.0,13548
2025-07-10 07:07:00+00:00,1912.5,1916.0,1911.9000244140625,1914.199951171875,18675
2025-07-10 07:08:00+00:00,1910.9000244140625,1912.5,1910.0,1912.5,27356
2025-07-10 07:09:00+00:00,1911.5,1911.699951171875,1910.0,1910.699951171875,8242
2025-07-10 07:10:00+00:00,1911.5,1912.5999755859375,1911.0,1911.5999755859375,3696
2025-07-10 07:11:00+00:00,1911.5999755859375,1912.5,1911.0,1911.5,2960
2025-07-10 07:12:00+00:00,1910.300048828125,1911.199951171875,1909.0999755859375,1911.199951171875,22409
2025-07-10 07:13:00+00:00,1911.5,1911.5,1909.699951171875,1909.699951171875,4663
2025-07-10 07:14:00+00:00,1908.0,1912.0,1907.9000244140625,1911.5,13698
2025-07-10 07:15:00+00:00,1908.699951171875,1910.300048828125,1907.5999755859375,1907.5999755859375,10427
2025-07-10 07:16:00+00:00,1909.300048828125,1909.9000244140625,1908.5,1908.800048828125,5125
2025-07-10 07:17:00+00:00,1909.9000244140625,1910.0,1909.0999755859375,1909.300048828125,3246
2025-07-10 07:18:00+00:00,1909.699951171875,1910.0,1909.5,1909.9000244140625,4073
2025-07-10 07:19:00+00:00,1908.5,1909.699951171875,1908.0,1909.699951171875,3699
2025-07-10 07:20:00+00:00,1909.0,1909.0,1907.699951171875,1908.0,5061
2025-07-10 07:21:00+00:00,1909.0,1909.0,1907.5999755859375,1909.0,8685
2025-07-10 07:22:00+00:00,1907.5,1909.0,1907.0,1908.800048828125,9191
2025-07-10 07:23:00+00:00,1901.0,1907.5,1899.5,1907.5,67822
2025-07-10 07:24:00+00:00,1897.9000244140625,1901.5999755859375,1897.0,1901.5999755859375,25929
2025-07-10 07:25:00+00:00,1898.5,1899.5,1894.5999755859375,1897.9000244140625,41355
2025-07-10 07:26:00+00:00,1898.9000244140625,1899.199951171875,1897.0,1898.9000244140625,15835
2025-07-10 07:27:00+00:00,1895.0,1899.0,1894.300048828125,1899.0,19522
2025-07-10 07:28:00+00:00,1894.5999755859375,1897.0,1894.300048828125,1895.0,22701
2025-07-10 07:29:00+00:00,1896.0999755859375,1897.0999755859375,1893.0999755859375,1894.5,21866
2025-07-10 07:30:00+00:00,1894.0,1897.0,1893.5,1896.0999755859375,18841
2025-07-10 07:31:00+00:00,1891.0,1894.0,1890.0999755859375,1893.300048828125,23483
2025-07-10 07:32:00+00:00,1892.0,1893.5,1890.199951171875,1890.199951171875,20141
2025-07-10 07:33:00+00:00,1890.199951171875,1892.5,1890.0999755859375,1892.5,13034
2025-07-10 07:34:00+00:00,1889.699951171875,1891.0999755859375,1888.300048828125,1891.0999755859375,21558
2025-07-10 07:35:00+00:00,1894.0,1894.4000244140625,1888.0,1889.4000244140625,20736
2025-07-10 07:36:00+00:00,1895.5999755859375,1896.4000244140625,1894.0,1894.0999755859375,12295
2025-07-10 07:37:00+00:00,1895.5,1896.5999755859375,1894.199951171875,1895.699951171875,9797
2025-07-10 07:38:00+00:00,1893.9000244140625,1896.0,1893.0999755859375,1895.5,6888
2025-07-10 07:39:00+00:00,1892.699951171875,1894.0,1892.199951171875,1893.9000244140625,4803
2025-07-10 07:40:00+00:00,1891.0,1893.0999755859375,1890.5999755859375,1893.0,8382
2025-07-10 07:41:00+00:00,1892.300048828125,1892.699951171875,1889.5999755859375,1891.0999755859375,14501
2025-07-10 07:42:00+00:00,1893.300048828125,1894.0,1892.0,1892.4000244140625,6765
2025-07-10 07:43:00+00:00,1894.0,1894.0,1892.300048828125,1892.5999755859375,7317
2025-07-10 07:44:00+00:00,1895.0,1895.5,1893.800048828125,1894.0,5669
2025-07-10 07:45:00+00:00,1894.300048828125,1895.699951171875,1893.300048828125,1895.0,5539
2025-07-10 07:46:00+00:00,1892.5999755859375,1894.4000244140625,1892.0,1894.199951171875,7588
2025-07-10 07:47:00+00:00,1894.5999755859375,1894.9000244140625,1892.0999755859375,1892.0999755859375,4236
2025-07-10 07:48:00+00:00,1894.199951171875,1894.199951171875,1892.9000244140625,1894.0999755859375,3149
2025-07-10 07:49:00+00:00,1894.800048828125,1894.9000244140625,1893.300048828125,1894.0999755859375,1646
2025-07-10 07:50:00+00:00,1894.300048828125,1894.800048828125,1893.199951171875,1894.5999755859375,4731
2025-07-10 07:51:00+00:00,1893.5,1894.300048828125,1893.5,1894.0,2852
2025-07-10 07:52:00+00:00,1892.300048828125,1893.800048828125,1891.199951171875,1893.800048828125,10408
2025-07-10 07:53:00+00:00,1891.9000244140625,1892.300048828125,1890.800048828125,1892.0999755859375,5358
2025-07-10 07:54:00+00:00,1891.5999755859375,1892.9000244140625,1890.9000244140625,1892.0,5854
2025-07-10 07:55:00+00:00,1889.699951171875,1892.0,1889.699951171875,1891.300048828125,12336
2025-07-10 07:56:00+00:00,1890.0999755859375,1892.199951171875,1889.199951171875,1889.699951171875,28953
2025-07-10 07:57:00+00:00,1890.5999755859375,1891.5999755859375,1888.0,1890.0,17768
2025-07-10 07:58:00+00:00,1890.0,1892.5999755859375,1888.9000244140625,1891.5,5512
2025-07-10 07:59:00+00:00,1887.0,1890.5,1886.199951171875,1889.5,13554
2025-07-10 08:00:00+00:00,1885.0,1887.300048828125,1885.0,1887.0,27864
2025-07-10 08:01:00+00:00,1888.0999755859375,1888.5,1884.0,1885.300048828125,18859
2025-07-10 08:02:00+00:00,1888.800048828125,1889.5999755859375,1888.0,1888.300048828125,7057
2025-07-10 08:03:00+00:00,1890.800048828125,1891.699951171875,1888.800048828125,1888.800048828125,12463
2025-07-10 08:04:00+00:00,1890.0999755859375,1891.5,1890.0,1890.800048828125,6771
2025-07-10 08:05:00+00:00,1891.300048828125,1891.9000244140625,1889.4000244140625,1890.0999755859375,8728
2025-07-10 08:06:00+00:00,1890.0999755859375,1891.5,1890.0999755859375,1890.9000244140625,2385
2025-07-10 08:07:00+00:00,1890.800048828125,1890.800048828125,1890.199951171875,1890.5999755859375,4674
2025-07-10 08:08:00+00:00,1890.9000244140625,1891.0,1890.0,1890.4000244140625,3525
2025-07-10 08:09:00+00:00,1891.0,1891.0,1890.0,1891.0,3369
2025-07-10 08:10:00+00:00,1890.199951171875,1891.300048828125,1889.4000244140625,1890.199951171875,4572
2025-07-10 08:11:00+00:00,1890.9000244140625,1892.5,1889.4000244140625,1890.199951171875,6437
2025-07-10 08:12:00+00:00,1891.300048828125,1893.0,1890.0,1890.800048828125,4151
2025-07-10 08:13:00+00:00,1890.199951171875,1891.0999755859375,1889.5999755859375,1890.4000244140625,8258
2025-07-10 08:14:00+00:00,1889.699951171875,1890.199951171875,1889.300048828125,1890.199951171875,2017
2025-07-10 08:15:00+00:00,1888.0999755859375,1889.5,1888.0,1889.5,4625
2025-07-10 08:16:00+00:00,1886.5999755859375,1888.5999755859375,1886.0,1888.199951171875,4412
2025-07-10 08:17:00+00:00,1885.5,1887.4000244140625,1885.5,1887.0,9887
2025-07-10 08:18:00+00:00,1887.0,1887.0,1885.199951171875,1886.4000244140625,4809
2025-07-10 08:19:00+00:00,1887.300048828125,1887.800048828125,1886.5,1887.0,7502
2025-07-10 08:20:00+00:00,1889.300048828125,1890.0,1887.0,1887.699951171875,6556
2025-07-10 08:21:00+00:00,1889.199951171875,1889.4000244140625,1888.199951171875,1889.300048828125,2719
2025-07-10 08:22:00+00:00,1892.800048828125,1892.800048828125,1889.5,1889.5999755859375,3897
2025-07-10 08:23:00+00:00,1894.5,1894.9000244140625,1892.0999755859375,1893.0999755859375,16367
2025-07-10 08:24:00+00:00,1893.699951171875,1895.5,1892.800048828125,1895.4000244140625,13961
2025-07-10 08:25:00+00:00,1895.9000244140625,1896.0,1893.0,1893.699951171875,18824
2025-07-10 08:26:00+00:00,1897.0,1897.800048828125,1895.199951171875,1895.800048828125,9263
2025-07-10 08:27:00+00:00,1897.4000244140625,1897.800048828125,1896.300048828125,1897.5,6377
2025-07-10 08:28:00+00:00,1897.4000244140625,1897.4000244140625,1896.699951171875,1897.4000244140625,5805
